фейерверки|60|Салюты
санитарно-эпидемиологический-надзор|980|Санитарно-эпидемиологический надзор
свадебные-товары|230|Свадебные товары
сваебойные-работы|880|Свайные работы
оборудование-для-сварочных-работ|750|Сварочное оборудование
сварочные-материалы|1270|Сварочные материалы
услуги-сварщиков|3900|Сварочные работы
световая-реклама|460|Световая реклама
светотехника|3290|Светотехника|Подвеска / Подсветка для картин
продажа-сейфов|750|Сейфы
секонд-хенд|16320|Секонд-хенд
обслуживание-бассейнов-и-водоемов|80|Сервисное обслуживание бассейнов
обслуживание-добывающих-производств|1550|Сервисное обслуживание нефтегазодобывающих компаний|Ликвидация нефтеразливов / газонефтеводопроявлений
серийное-производство-мебели|2140|Серийное производство мебели
получение-сертификатов|360|Сертификация
оборудование-для-сетей|60|Сетевое оборудование
синагоги|210|Синагога
охранные-системы|450|Системы безопасности и охраны
системы-водоотведения|180|Системы водоотведения
системы-денежных-переводов|40|Системы денежных переводов
системы-мониторинга-транспорта|150|Системы мониторинга транспорта
продажа-систем-перегородок|180|Системы перегородок
скорая-помощь-неотложная-служба|2960|Скорая медицинская помощь
следственный-комитет|8390|Следственный комитет
продажа-слесарно-монтажного-инструмента|1100|Слесарно-монтажный инструмент
биржа-труда-и-службы-занятости-населения|7340|Службы занятости населения
службы-знакомств|2940|Службы знакомств
службы-судебных-приставов|1530|Службы судебных приставов
туристическиое-снаряжение|40|Снаряжение для туризма и отдыха
снеки|80|Снэковая продукция
услуги-по-согласованию-наружной-рекламы|60|Согласование наружной рекламы
услуги-по-согласованию-перепланировок|380|Согласование перепланировок
сорбенты|20|Сорбенты
социальные-службы|11950|Социальные службы
специализированное-автооборудование|410|Специализированное автооборудование
оценка-условий-труда|4670|Специальная оценка условий труда
специальная-обувь|20|Спецобувь
шахматные-клубы|190|Спортивно-интеллектуальные клубы
товары-спортивно-наградного-профиля|90|Спортивно-наградная продукция
спортивно-тактические-клубы|400|Спортивно-тактические клубы
услуги-спортивно-технических-клубов|20|Спортивно-технические клубы
оборудование-для-занятий-спортом|320|Спортивное оборудование
спортивное-питание|4420|Спортивное питание
секции-для-занятий-спортом|120|Спортивные секции
школы-по-видам-спорта|50|Спортивные школы
магазины-спортивного-инвентаря|160|Спортивный инвентарь
городские-справочники|510|Справочники
справочно-информационные-услуги-справка|300|Справочно-информационные услуги
средства-спутниковой-связи|40|Спутниковая связь
средства-гигиены|620|Средства гигиены
средства-борьбы-с-вредителями|30|Средства защиты от вредителей
продажа-средств-радиосвязи|250|Средства радиосвязи
стадион|1160|Стадионы
переливание-крови|1050|Станции переливания крови
листы-стекломагнезитовые|20|Стекломагнезитовые листы
тара-из-стекла|60|Стеклянная тара
панели-для-отделки-стен|750|Стеновые панели
столовые-и-пункты-общественного-питания|4130|Столовые
стоматология|10|Стоматологические поликлиники
центры-стоматологии|90|Стоматологические центры
услуги-страхования|5900|Страхование
тиры-и-стрелковые-клубы|16800|Стрелковые клубы
блоки-для-строительства|70|Строительные блоки
услуги-строительства-административных-зданий|1880|Строительство административных зданий
гаражное-строительство|160|Строительство гаражей
возведение-сооружений-сельскохозяйственного-назначения|50|Строительство сооружений сельскохозяйственного назначения
солярии-и-студии-загара|10330|Студии загара
звукозаписывающие-студии|520|Студии звукозаписи
букеты-из-мягких-игрушек|280|Сувенирные букеты|Сувенирные композиции
судмедэксперты|5470|Судебная экспертиза
суды|7610|Суды
продуктовые-супермаркеты|11610|Супермаркеты
сухие-смеси-для-строительства|1710|Сухие строительные смеси
сыр|3380|Сыры
сырье-для-фармацевтической-промышленности|30|Сырьё для лекарственных средств
сырьевая-продукция-для-пищевого-производства|50|Сырьё для пищевой промышленности
продажа-сэндвич-панелей|10|Сэндвич-панели
такелажные-услуги|80|Такелажные работы
таксидермия|180|Таксидермические студии
таможенное-оформление|610|Таможенное оформление
таможенные-органы|820|Таможня
тампопечать|200|Тампопечать
салоны-татуировки|10|Тату-салоны
творческие-объединения|20|Творческие коллективы
курсы-актерского-мастерства|100|Театральные курсы
театры-актерские-мастерские|30|Театры
телефизионные-каналы|40|Телеканалы
телефоны-доверия-помощь-психолога|310|Телефоны доверия
материалы-для-теплоизоляции|1610|Теплоизоляционные материалы
теплоизоляционные-работы|540|Теплоизоляционные работы
термопечать|530|Термопечать|Термотрансфер
средне-специальные-учебные-заведения-техникумы|10|Техникумы
экспертиза-зданий-и-сооружений|300|Техническая экспертиза зданий и сооружений
техосмотр|190|Технический осмотр транспорта
техобслуживание-теплоэнергосетей|400|Техобслуживание теплоэнергосетей
тренинги-и-услуги-тимбилдинга|40|Тимбилдинг
магазины-тканей|30|Ткани
оборудование-для-аэрографии|30|Товары для аэрографии|Аэрография / Обучение аэрографии
оборудование-для-конного-спорта|130|Товары для конного спорта
товары-для-новорождённых|7040|Товары для новорождённых
товары-для-дайвинга-и-плавания|170|Товары для подводного плавания
пчеловодческое-оборудование|100|Товары для пчеловодства
товары-для-творчества-и-рукоделия|17730|Товары для творчества и рукоделия
оборудование-и-товары-для-фокусов|60|Товары для фокусов
тонирование-автостёкол|13080|Тонирование автостёкол
продажа-топливных-карт|370|Топливные карты
оборудование-для-торговли-и-выставок|360|Торгово-выставочное оборудование
травмпункты|1730|Травмпункты
депо-трамвайные|660|Трамвайные депо
залы-для-занятий-спортом|20|Тренажёрные залы
трикотаж|30|Трикотажные изделия
продажа-тротуарной-плитки|70|Тротуарная плитка
турагентства|260|Туристические агентства
туристические-операторы|30|Туроператоры
улучшение-характеристик-авто|120|Тюнинг|Ремонт / тюнинг мототехники
уголь|8880|Уголь
материалы-для-грядок|180|Укрывной материал
высшие-учебные-заведения-университеты|2820|Университеты
материалы-для-упаковки|20|Упаковочные материалы
управление-го-и-чс-устранение-чрезвычайных-ситуаций|580|Управление го и чс|Управление ГО и ЧС|Помощь в разработке документов по ГО и ЧС
управленческий-консалтинг|270|Управленческий консалтинг
распиловка|400|Услуга распиловки
авторазбор-бу-запчасти|40|Услуги авторазбора
визаж-услуги-визажиста|30|Услуги визажиста
водители-без-автомобиля|20|Услуги водителя без автомобиля
врач-гомеопат|6210|Услуги врача-гомеопата
услуги-вышивки|2840|Услуги вышивки
гастроэнтеролог|4660|Услуги гастроэнтеролога
гинеколог|50|Услуги гинеколога
гравировка|60|Услуги гравировки
грузчики|140|Услуги грузчиков
дерматовенеролог|3680|Услуги дерматовенеролога
детские-врачи-педиатры|10|Услуги детских специалистов
имидж-консультации|80|Услуги имидж-консультанта
инкассация|70|Услуги инкассации
кардиолог|6510|Услуги кардиолога
логопед|10540|Услуги логопеда
маммолог|6740|Услуги маммолога
массаж|790|Услуги массажиста
невролог|12110|Услуги невролога
консультации-и-услуги-нефролога|60|Услуги нефролога
онколог|1210|Услуги онколога
охрана|2730|Услуги охраны
уход-за-животными|490|Услуги по уходу за животными
оформление-праздников|180|Услуги праздничного оформления
продюсирование|20|Услуги продюсирования
проктолог|4350|Услуги проктолога
психолог|100|Услуги психолога
психотерапевтические-услуги|20|Услуги психотерапевта|Услуги психиатра
пульмонолог|2370|Услуги пульмонолога|Услуги фтизиатра
боди-арт|10|Услуги росписи по телу
консультации-и-услуги-сексолога|10|Услуги сексолога
системное-администрирование|10|Услуги системного администрирования
хранение-грузов-на-складе|710|Услуги складского хранения|Склады индивидуального хранения
сурдоперевод|130|Услуги сурдопереводчиков
телефонная-связь|2590|Услуги телефонной связи
трихолог|10|Услуги трихолога
факторинг|100|Услуги факторинга
флеболог|20|Услуги флеболога
консультации-и-услуги-хирурга|180|Услуги хирурга
эндокринолог|4350|Услуги эндокринолога
участковые-полицейские-пункты|15550|Участковые пункты полиции|Участковые пункты милиции|Отделения милиции
учебная-книга|520|Учебная литература
средне-специальные-учебные-заведения-училища|50|Училища
фасадные-работы|1420|Фасадные работы
фасовочное-оборудование|210|Фасовочно-упаковочное оборудование
оптовая-продажа-фастфуда|50|Фастфудная продукция - опт
федеральные-казначейства|250|Федеральные казначейства|Казначейства
органы-уфмс|4260|Федеральные миграционные службы|Государственные миграционные службы
федеральные-службы|5390|Федеральные службы|Государственные службы
профильные-федерации-спорта|490|Федерации спорта
фельдшерско-акушерские-пункты-фапы|80|Фельдшерско-акушерские пункты
филармонии|10|Филармония
финансовый-консалтинг|2110|Финансовый консалтинг
клубы-для-занятий-фитнесом|150|Фитнес-клубы
продукция-для-фитотерапии|1040|Фитопродукция
услуги-флексопечати|180|Флексопечать
фонд-омс|30|Фонд обязательного медицинского страхования
социальное-страхование-граждан|100|Фонды социального страхования
фото-на-документы|10510|Фото на документы
студии-фотографии|2230|Фотостудии
товары-для-фотографов-фототовары|1500|Фототовары
фотоцентры|1710|Фотоцентры
школы-фотографии|70|Фотошколы
хлеб-и-выпечка|9860|Хлебобулочные изделия
хозтовары|40|Хозяйственные товары
рефрижераторы-холодильное-оборудование|2630|Холодильное оборудование
хоры|30|Хоровые капеллы
хосписы|20|Хоспис
размещение-в-хостелах|20|Хостелы
услуги-хостинга|250|Хостинг
сезонное-хранение-шин|730|Хранение шин
мастерские-художников|10|Художественные мастерские
продажа-цветного-металлопроката|530|Цветной металлопрокат
цветы|18640|Цветы
продажа-цемента|2480|Цемент
альтернативная-медицина|50|Центры альтернативной медицины
центры-борьбы-со-спидом|820|Центры борьбы со спидом|Центры борьбы со СПИДом
йога-центры|20|Центры йоги
услуги-планирования-семьи|120|Центры планирования семьи
курсы-повышения-водительного-мастерства|10|Центры повышения водительского мастерства
регистрация-граждан|1670|Центры регистрации граждан|ОВиРУГ
цирк-и-развлечения|40|Цирк
православные-часовни|40|Часовни
часы|1430|Часы|Часы / Аксессуары
продажа-черного-металлопроката|20|Чёрный металлопрокат
носки-и-колготки|30|Чулочно-носочные изделия
фурнитура-для-шитья|840|Швейная фурнитура
оборудование-для-швейных-производств|1070|Швейное оборудование
услуги-шелкографии|450|Шелкография
шиномонтаж|7710|Шиномонтаж
общеобразовательные-школы|13970|Школы
курсы-для-беременных|200|Школы для будущих мам|Услуги ведения беременности
центры-изучения-иностранных-языков|20|Школы иностранных языков|Языковые школы
детские-школы-искусств|40|Школы искусств
школы-интернаты|1180|Школы-интернаты
штрафстоянки-для-авто|1290|Штрафстоянки
эвакуация-автомобилей|450|Эвакуация автомобилей
продажа-эзотерических-товаров|420|Эзотерические товары
экологическая-оценка|260|Экологическая оценка
экологические-работы|80|Экологические работы
авиационная-экспертиза|100|Экспертиза авиационных происшествий
фармацевтическая-эспертиза|30|Экспертиза лекарственных средств
оценка-безопасности-на-производстве|50|Экспертиза промышленной безопасности
проверка-продуктов-и-промышленных-товаров|20|Экспертиза товаров народного потребления
услуги-экспресс-доставки|1690|Экспресс-почта
электроизмерительные-работы|170|Электроизмерительные работы
продажа-электроинструмента|4050|Электроинструмент
услуги-по-электромонтажу|30|Электромонтажные работы
электронагревательное-оборудование|150|Электронагревательное оборудование
детали-для-электроники|30|Электронные компоненты
электротехническая-продукция|3670|Электротехническая продукция
электроустановочная-продукция|660|Электроустановочная продукция
аккумуляторные-элементы|50|Элементы питания
энергоаудит|1020|Энергоаудит
секс-шопы-и-эротические-товары|7090|Эротические товары
ювелирные-изделия|5150|Ювелирные изделия|Украшения для пирсинга
магазины-ювелирных-камней|580|Ювелирные камни
юридическое-обслуживание|6060|Юридическое обслуживание
продажа-яиц|2780|Яйцо
клубы-яхтенного-спорта|50|Яхт-клубы
контактные-центры|390|Call-центры
размещение-indoor-рекламы|10|Indoor-реклама (реклама в помещениях)
ip-телефония|500|Ip-телефония|IP-телефония
spa-процедуры|820|Spa-процедуры|SPA-процедуры|Термальные процедуры
образование-курсы-саморазвитие|1730|Организации природоохраны|Обучение косметологов|Образование / Работа / Карьера|Сюрвейерские услуги|Медресе|Лицеи-интернаты|Крюинговые агентства|Курсы груминга|Курсы сомелье|Обучение трейдингу на финансовых рынках|Подготовка / Тестирование иностранных граждан по русскому языку|Центры квотирования рабочих мест
промышленное-оборудование-техника-и-инструмент|80|Почтообрабатывающее оборудование|Оборудование / Инструмент|Аренда беседок|Аренда ж/д тупика|Промышленные трубы / элементы трубопровода|Бетоносмесительные установки|Лазерная резка|Плоттерная резка|Поверка / калибровка измерительных приборов|Продажа курительных кабин|Стеклообрабатывающее оборудование|Услуги фрезеровки|Чердачные лестницы|Защитные кейсы
авиатехника-и-авиаоборудование|60|Авиатехника / Авиаоборудование
автовокзал|450|Автовокзалы / Автостанции
автозвук-продажа-и-установка|4350|Автозвук
постаматы-и-терминалы-получения-посылок|1150|Автоматизированные почтовые терминалы / Постаматы
автоматические-ворота-двери|940|Автоматические ворота / двери
авторазборы-продажа-бу-запчастей|11150|Услуги авторазбора
автосигнализации-продажа-и-установка|11580|Автосигнализации - продажа / установка|Автосигнализации
автохимия-и-масла|3550|Автохимия / Масла|Масла / химия для водно-спортивного транспорта / техники
автошины-диски-и-резина|15840|Шины / Диски
администрации-районов-города|170|Администрации районов / округов городской власти
администрации-районов-области|80|Администрации районов / округов региональной власти
областная-и-краевая-администрация|1560|Администрация области / края
аквапарки-водные-аттракционы|390|Аквапарки / Водные аттракционы
алмазное-бурение-и-резка|340|Алмазное бурение / резка|Алмазное бурение, резка
ароматерапия-и-ароматовары|20|Аромамаркетинг
ателье-меховые-кожаные|3450|Ателье меховые / кожаные
продажа-аудио-и-видеотехники|1120|Аудио- / видеотехника
общественные-бани-и-сауны|150|Бани / Сауны
бензиновое-и-дизельное-оборудование|90|Бензиновое / дизельное оборудование
строительные-растворы-бетон|40|Бетон / Раствор
семинары-и-тренинги|10|Бизнес-тренинги / семинары
букмекерские-конторы-и-лотереи|1020|Букмекерские конторы / Лотереи
быстровозводимые-здания-сооружения|800|Быстровозводимые здания / сооружения
бюро-технической-инвентаризации-бти|4320|Независимая инвентаризация
вентиляционная-техника|120|Вентиляционное / тепловое оборудование
вентиляционное-и-тепловое-оборудование|400|Вентиляционное / тепловое оборудование
продажа-и-аренда-водно-спортивного-транспорта|80|Водно-спортивный транспорт / техника
учетно-призывные-органы-и-военкоматы|1580|Военная комендатура
уборка-мусора-и-снега|1400|Вывоз мусора / снега|Вывоз мусора, снега
услуги-галотерапевта|20|Соляные комнаты
клеевая-продуция-и-герметики|290|Герметики / Клеи|Гидроизоляционные материалы
гидравлический-инструмент|10|Гидравлическое оборудование / инструмент
гипсокартонные-листы-и-комплектующие|60|Гипсокартон / Комплектующие
гирудотерапия|6760|Услуги гирудотерапевта
шапки-и-шляпы|7330|Головные / шейные уборы
органы-райпо-и-горпо|10|ГОРПО / РАЙПО
электростанции-и-электроцентрали|360|ГРЭС / КЭС / ТЭЦ
дезинфекция-дезинсекция-и-дератизация|2650|Дезинфекция / Дератизация / Дезинсекция
покрытия-и-элементы-для-декора|40|Декоративные элементы / покрытия|Декоративные элементы, покрытия
обувь-и-одежда-для-детей|40|Детская одежда
социальные-организации-для-детей-детские-дома-и-приюты|890|Детские дома / Приюты
детские-центры-игровые-залы|1770|Детские игровые залы / Игротеки
игротеки-для-детей|80|Детские игровые залы / Игротеки
детские-образовательные-учреждения|70|Детские сады / Ясли
клубы-детского-творчества|40|Детские / подростковые клубы
оборудование-и-аксессуары-для-игр|460|Детское игровое оборудование / Аксессуары
продукты-для-диетического-питания|50|Диетические / соевые продукты
районные-дома-культуры|90|Дома / дворцы культуры
продажа-фанеры-двп-дсп|10|ДСП / ДВП / Фанера
рулонные-шторы-жалюзи-и-рольставни|18990|Жалюзи / Рольставни
оборудование-и-техника-для-железнодорожного-транспорта|110|Железнодорожное оборудование / техника
упаковка-для-пищевой-промышленности-из-жести|40|Металлическая / жестяная тара
масло-и-жиры|690|Жир / Маслопродукты
жилищно-коммунальное-хозяйство|20|Жилищно-коммунальные услуги
ограждения-и-заборы|3240|Заборы / Ограждения
заказ-продовольственных-и-хозяйственных-товаров-на-дом|40|Заказ продовольственных / хозяйственных товаров на дом
строительная-техника-на-заказ|420|Заказ спецтехники
замки-скобяные-изделия|2340|Замки / Скобяные изделия
запчасти-для-спецавтотехники|550|Запчасти для спецтехники
запасные-части-и-расходники-для-бытовой-техники|1490|Запчасти / аксессуары для бытовой техники
услуги-заточки-и-шлифовки-режущего-инструмента|490|Заточка / шлифовка режущих инструментов
звуковое-световое-и-видеооборудование|20|Звуковое / световое / видеооборудование
земельно-кадастровые-услуги|50|Кадастровые работы / Техническая инвентаризация, учет
продажа-зерна-и-отходов-зерна|5460|Зерно / Зерноотходы
товары-для-животных|20|Зоотовары / Домашние питомцы|Зоотовары
товары-для-домашних-питомцев|20|Зоотовары / Домашние питомцы
игорное-оборудование-и-аксессуары|40|Игорное оборудование / Аксессуары
макеты-прототипы|20|Изготовление макетов / Прототипирование
изготовление-автономеров|3280|Номерные знаки на транспортные средства
печати-и-штампы|70|Изготовление печатей / штампов
витражи-и-мозаика|290|Изготовление художественных витражей / мозаики|Изготовление витражей / мозаики
парики|1560|Изготовление / продажа париков
изготовление-и-продажа-теплиц|12970|Изготовление / продажа теплиц
изоляторы-временного-содержания|4750|Изоляторы временного содержания / Спецприёмники
суши-все-для-блюд-японской-кухни|3400|Ингредиенты / готовая продукция японской кухни
лестницы-и-ограждения-для-интерьера|880|Интерьерные лестницы / Ограждения
оформление-ипотеки|130|Ипотечное / жилищное кредитование
кредиты-на-жилье|90|Ипотечное / жилищное кредитование
кабельная-продукция|60|Кабель / Провод
кадетские-школы-корпуса|320|Кадетские школы / корпуса
кадровые-рекрутинговые-агентства|2450|Кадровые / рекрутинговые агентства|Рекрутинговые агентства
листовая-печатная-продукция|90|Календари / Открытки
канцелярия|120|Канцелярские / офисные / учебные принадлежности
кофейни-и-кондитерские|1260|Кафе-кондитерские / Кофейни|Чайные клубы
кафе-и-рестораны-быстрого-питания|2740|Кафе / рестораны быстрого питания
кафельная-и-керамическая-плитка|12250|Керамическая плитка / Кафель
киоски-по-продаже-периодики|30|Киоски / магазины по продаже печатной продукции
продажа-фастфуда|510|Киоски / магазины фастфудной продукции
продажа-кирпича-шлакоблоков-бетоноблоков|10|Кирпич
кассовое-оборудование-и-расходники|2390|Контрольно-кассовая техника / Расходные материалы
оборудование-для-клининга|1270|Клининговое оборудование / инвентарь
питомники-и-клубы-домашних-животных|10|Клубы домашних животных / Питомники|Клубы домашних животных, питомники
продажа-кормов-для-животных|140|Комбикорм / Кормовые добавки
компрессоры|110|Пневматическое / компрессорное оборудование
компьютерная-бытовая-техника-оргтехника|20|Компьютеры / Бытовая техника / Офисная техника
компьютеры-и-комплектующие|3510|Компьютеры / Комплектующие
конный-спорт|20|Конные клубы / Ипподромы|Конные клубы, ипподромы
аренда-конференц-залов-и-переговорных|520|Конференц-залы / Переговорные комнаты
услуги-коррекции-веса|10|Центры диетологии / нутрициологии
услуги-коррекции-зрения|90|Офтальмологическая хирургия|Услуги офтальмолога
косметика-и-парфюмерия|11450|Косметика / Парфюмерия
косметика-для-профессионального-использования-расходные-материалы|70|Косметика / расходные материалы для салонов красоты
оборудование-для-котельных|30|Котельное оборудование / Котлы
организация-круизов|210|Круизы / Морские, речные прогулки
панели-мдф-двпо-лдсп|12960|ЛДСП / ДВПО / МДФ
катки-и-ледовые-дворцы-спорта|2160|Ледовые дворцы / Катки
лечение-зависимостей|1380|Медицинское лечение зависимостей
семинары-и-курсы-личностного-роста|660|Личностные тренинги / семинары
лыжные-базы-и-горнолыжные-комплексы|660|Лыжные базы / Горнолыжные комплексы
магазины-товаров-для-отделки|40|Отделочные материалы
магазины-стройматериалов|10|Строительные материалы|Магазины строительных материалов
услуги-мануального-терапевта|10|Центры мануальной терапии
услуги-маркетинговых-и-социологических-исследований|320|Маркетинговые / социологические исследования|Маркетинговые, социологические исследования
оборудование-для-массажа|560|Массажное оборудование / приборы
мелкий-ремонт-одежды-ателье|20|Мастерские / киоски по ремонту одежды
сырье-для-производства-обуви|550|Материалы для производства / ремонта обуви
продажа-медицинских-приборов|60|Медицинские приборы / аппараты
медицинское-оборудование-инструмент|2510|Медицинское оборудование / инструмент
пассажирские-перевозки-на-дальние-расстояния|130|Междугородные / Международные пассажирские перевозки
строительные-металлоконструкции|20|Металлоконструкции для строительства зданий / сооружений
продажа-металлов-сплавов|70|Металлы / Сплавы
сырье-для-кожевенной-и-меховой-промышленности|220|Меховое / кожаное сырьё
одежда-из-кожи-и-меха|260|Меха / Дублёнки / Кожа
монтаж-и-обслуживание-внутренних-интежерных-систем|120|Строительство / обслуживание наружных систем отопления / водоснабжения / канализации
установка-инженерных-систем|10|Строительство / обслуживание наружных систем отопления / водоснабжения / канализации
установка-и-обслуживание-антенного-оборудования|480|Монтаж / обслуживание антенного оборудования
морские-и-речные-грузоперевозки|760|Морские / речные грузоперевозки|Морские, речные грузоперевозки
продажа-музыкальных-инструментов-и-аксессуаров|1020|Музыкальные инструменты / Аксессуары
крупы-и-мука|1840|Мука / Крупы
птица-и-полуфабрикаты|2620|Мясо / Полуфабрикаты
мясо-и-мясная-продукция|14070|Мясо птицы / Полуфабрикаты
продажа-надувной-мебели-и-бассейнов|270|Надувная мебель / бассейны|Надувные конструкции / фигуры
напольные-покрытия-комплектующие|2210|Напольные покрытия / Комплектующие|Напольные покрытия, комплектующие
прогимназии-и-школы-раннего-развития|30|Начальные школы-детские сады / Прогимназии
добывающие-корпорации|140|Нефте- / газодобывающие компании
газ-нефтепродукция-гсм|510|Нефтепродукты / ГСМ / Газ
ювелирный-инструмент|1340|Оборудование / инструмент для ювелирного производства
ассенизационные-услуги|60|Обслуживание выгребных ям
косметика-и-аксессуары-для-обуви|50|Обувная косметика / Аксессуары
фрукты-сухофрукты-и-овощи|3740|Овощи / Фрукты|Ягоды / Грибы
огнеупорная-продукция|20|Огнеупорные материалы / изделия
одежда-для-будущих-мам|10|Товары для беременных / Товары для кормящих мам
производство-и-продажа-одежды-и-обуви|110|Одежда / Обувь|Пуховые изделия|Школьная форма
танцевальная-обувь-одежда|20|Одежда / обувь для танцев
омвд-умвд-гумвд-мвд|3590|ОМВД / УМВД / ГУМВД / МВД
профориентационные-услуги|10|Личностные тренинги / семинары|Организации по профориентации
активные-туры|120|Туроператоры / агентства внутреннего туризма|Организация активных туров
заказ-театральных-и-концентрых-мероприятий|90|Организация театральных / концертных мероприятий
проведение-электронных-аукционов|80|Организация электронных торгов / аукционов
оргстекло-поликарбонат|21810|Оргстекло / Поликарбонат
семечки-и-орехи|610|Орехи / Семечки
услуги-по-остеклению-лоджий-и-балконов|10|Остекление балконов / лоджий
пакетно-пленочная-продукция|840|Пакеты / Плёнки|Пакеты, плёнки
принадлежности-для-погребения-памятники|20|Памятники / Ритуальные принадлежности
транспортные-организации|70|Пассажирские авто- / электротранспортные предприятия|Электрические транспортные средства
пассажирские-автотранспортные-предприятия-патп|3560|Пассажирские транспортные предприятия
песок-щебень|13860|Песок / Щебень
камины-и-печи|3230|Печи / Камины
продажа-пиломатериалов-и-леса|1030|Пиломатериалы / Лесоматериалы
мебель-из-ротанга-и-лозы|720|Плетёная мебель / изделия
компрессоры-и-пневмооборудование|20|Пневматическое / компрессорное оборудование
постельное-белье-домашний-текстиль|50|Текстиль / Предметы интерьера|Постельные принадлежности, текстиль для дома
правительство|1860|Администрация города / городского округа|Правительство
стирка-белья-прачечная|20|Химчистки одежды / текстиля|Прачечные
прием-драгоценных-металлов|130|Приём / переработка драгоценных металлов
переработка-металла|320|Приём / переработка металлолома
прием-металлолома|30|Приём / переработка металлолома
билеты-на-развлекательные-мероприятия|150|Продажа билетов на спортивные / культурно-развлекательные мероприятия
продажа-готового-бизнеса-франшиз|160|Продажа готового бизнеса / франшиз
продажа-земли-и-частных-домов|160|Продажа земельных участков / малоэтажных домов
кулеры-для-воды|180|Продажа / обслуживание кулеров для воды
дисконтные-карты-купоны|170|Продажа купонов со скидками / Дисконтные системы
платежные-терминалы-и-информационные-киоски|70|Продажа платёжных терминалов / информационных киосков
проездные-билеты-и-транспортные-карты|780|Проездные билеты / Транспортные карты
продажа-электронных-цифровых-подписей|230|Продажа электронных подписей
недвижимость-за-рубежом|40|Продажа / аренда недвижимости за рубежом
биотуалеты|320|Продажа / аренда / обслуживание биотуалетов
кофемашины|40|Продажа / аренда / ремонт кофемашин
потолки|90|Продажа / монтаж потолков|Продажа, монтаж потолков
мусоропроводы-продажа-и-обслуживание|20|Продажа / обслуживание мусоропроводов
лифты-и-подъемно-пассажирские-устройства|370|Продажа и обслуживание подъёмно-грузовых / пассажирских устройств
автодома|90|Продажа / прокат автодомов
домофоны|40|Продажа / ремонт / установка домофонов
теплые-полы|1080|Продажа / установка тёплых полов
продажа-продуктов-питания-и-напитков|130|Продукты питания / Напитки|Продажа пищевого льда
услуги-проектирования-мостов-и-дорог|190|Проектирование дорог / мостов
аренда-водно-спортивного-транспорта|30|Прокат водно-спортивного транспорта / техники
прокат-оборудования-и-инструментов|6310|Прокат оборудования / инструментов
услуги-проката-спортивного-инвентаря|270|Прокат спортивного инвентаря / техники
услуги-промышленной-очистки-зданий|20|Промышленная очистка сооружений / оборудования
химические-средства-для-производства|1260|Промышленная химия / Химическое сырьё
ортопедические-изделия-протезы|7110|Протезные / ортопедические товары
протезные-и-ортопедические-товары|300|Протезные / ортопедические товары
противопожарная-техника-и-инвентарь|30|Противопожарное оборудование / инвентарь
двери-противопожарные|60|Противопожарные конструкции
курсы-повышения-квалификации-и-профессиональной-переподготовки|150|Профессиональная переподготовка / Повышение квалификации
пункты-приёма-платежей-и-расчётные-центры-коммунальных-услуг|7650|Пункты приёма платежей / Расчётные центры коммунальных услуг
развал-схождение|6000|Развал / Схождение
создание-и-продвижение-сайтов|3010|Разработка / поддержка / продвижение web-сайтов
регистрация-ликвидация-предприятий|820|Регистрация / ликвидация предприятий|Регистрация, ликвидация предприятий
ремонт-аудиовизуальной-техники|10|Ремонт аудио / видео / цифровой техники
ремонт-бытовой-техники|17320|Ремонт / установка бытовой техники
обслуживание-велосипедов|120|Ремонт спортивного инвентаря
ремонт-железнодорожной-техники|140|Ремонт железнодорожного оборудования / техники
ремонт-карбюраторов-и-инжекторов|1520|Ремонт карбюраторов / инжекторов
ремонт-водного-транспорта|110|Лодки, катера
ремонт-медицинского-оборудования-и-инструментов|240|Ремонт медицинского оборудования / инструментов
ремонт-и-обслуживание-обуви-кожгалантереи|220|Ремонт обуви / кожгалантереи
ремонт-дачного-инвентаря-и-техники|70|Ремонт садово-огородного инвентаря / техники
обслуживание-спецавтотехники|380|Ремонт спецтехники
ремонт-и-заправка-автокондиционеров|16050|Ремонт / заправка автокондиционеров
изготовление-и-ремонт-драгоценностей|540|Ремонт / изготовление ювелирных изделий
отделка-и-ремонт|130|Ремонт / отделка помещений
услуги-по-ремонту-и-реставрации-мебели|190|Ремонт / реставрация мебели
реставрация-и-ремонт-музыкальных-инструментов|270|Ремонт / реставрация музыкальных инструментов
монтаж-напольных-покрытий|20|Ремонт / укладка напольных покрытий
монтаж-и-обслуживание-бытовой-техники|860|Ремонт / установка бытовой техники
монтах-и-обслуживание-сантехники|60|Ремонт / установка сантехнического оборудования
рефлексотерапия|1720|Услуги рефлексотерапевта
деликатесы-рыба-и-морепродукты|14190|Рыба / Морепродукты|Рыба, морепродукты
техника-и-инвентарь-для-дачи|120|Садово-огородный инвентарь / техника|Садово-огородный инвентарь, техника
садово-парковая-мебель-и-аксессуары|540|Садово-парковая мебель / Аксессуары
санаторно-курортное-лечение-и-профилактории|1910|Санатории / Профилактории
сантехническое-оборудование|10|Сантехника / Санфаянс|Сантехника, санфаянс
продажа-сахара-и-соли|1170|Сахар / Соль|Сахар, соль
свадебные-салоны|13410|Свадебные товары
светоотражатели|30|Светоотражающие материалы / изделия
сельхозтехника|3850|Сельхозтехника / Вспомогательные устройства
посадочные-материалы-и-семена|40|Семена / Посадочный материал
инженерные-системы|40|Системы отопления / водоснабжения / канализации
службы-спасения|270|Службы спасения / экстренного вызова
